100001	1
1000024	1
1000045	3
100005	2
1000062	2
1000079	1
10001	1
1000113	1
1000122	1
1000148	1
100016	1
1000161	1
100017	2
1000186	3
1000188	3
10002	1
100020	1
1000204	1
1000250	1
1000269	3
100027	4
1000273	1
1000286	1
100033	2
1000342	1
1000347	1
100035	2
100036	2
100038	3
100039	3
100041	1
1000424	1
100043	1
1000444	1
100045	1
1000453	1
1000469	1
1000477	1
1000481	1
100050	1
1000512	1
1000517	1
100054	1
1000540	1
1000547	3
1000563	1
1000592	1
1000602	2
1000628	3
1000635	1
100064	1
1000645	1
1000647	1
100065	5
1000654	1
1000655	1
1000656	1
1000658	1
100067	1
100068	1
1000691	5
100070	3
1000705	1
100071	2
1000710	1
1000722	5
1000735	1
1000743	3
1000757	1
1000782	1
1000816	3
100082	1
100083	1
100086	1
100087	1
1000872	4
1000876	1
1000885	2
100089	2
1000890	1
100094	1
1000948	3
100095	1
1000973	1
1000986	1
1000999	1
100100	1
1001003	5
1001007	1
1001013	1
100104	1
1001040	1
100106	1
100107	1
100108	1
100109	1
1001091	1
100110	1
1001119	1
1001120	1
100115	3
1001152	1
1001155	1
1001205	1
1001227	1
100123	1
1001255	2
1001333	1
100135	1
1001354	1
100136	2
1001366	2
1001378	1
100139	1
100140	2
1001408	1
1001415	5
100142	3
100148	1
1001487	1
1001488	1
100149	6
1001498	1
100150	1
1001551	1
1001553	1
100156	1
1001564	10
100157	1
1001592	2
100161	2
1001624	1
100167	1
100169	1
100171	1
1001718	1
1001719	1
100172	1
100174	1
1001762	1
100178	1
100180	1
1001862	1
100188	4
1001882	5
1001908	1
1001920	1
1001939	1
1001960	1
1001967	1
1001968	3
100197	1
100198	1
1001982	3
1002005	1
1002009	1
100203	1
1002057	1
1002072	1
1002075	3
100208	6
1002086	1
100212	1
1002138	1
100215	1
1002150	1
1002154	6
1002186	5
100222	3
1002239	1
1002245	1
1002246	2
100228	1
1002298	3
1002337	1
1002338	3
1002348	1
1002359	1
1002387	1
100242	1
100244	1
1002450	1
100246	1
1002461	1
100247	2
1002477	1
1002488	1
1002522	1
1002527	1
1002533	1
100255	1
100256	9
100258	1
1002580	1
100260	1
1002608	3
100262	2
100263	1
1002634	1
100265	1
1002658	1
1002664	1
100267	4
1002672	5
1002674	5
100270	1
100271	3
1002742	4
1002759	1
100279	1
100284	1
1002845	1
1002866	1
100291	1
100296	4
1002966	3
1002970	1
1002971	2
100298	1
1002983	1
100299	1
1003025	3
1003026	2
1003036	1
1003038	1
1003048	2
1003064	1
100307	1
1003077	1
1003093	1
100313	3
1003157	5
100316	1
1003175	1
1003184	1
100320	1
1003206	1
1003210	1
1003237	3
1003248	1
100327	1
1003277	2
100328	1
1003296	1
1003299	1
100330	3
1003307	3
100332	1
1003326	1
1003339	3
1003344	1
100337	1
1003378	3
100339	4
1003411	10
1003422	1
1003428	4
100344	1
100345	3
100348	1
1003482	3
100350	1
100351	1
1003541	1
1003543	1
1003551	1
1003556	1
1003559	1
1003575	1
1003596	1
100361	1
100362	1
100364	2
1003653	5
1003657	3
1003668	1
1003706	3
100371	1
1003710	1
1003724	1
1003750	1
1003755	1
100382	1
100383	1
1003837	3
1003854	7
1003894	1
1003919	1
1003923	1
1003943	3
1003979	3
100398	2
1004022	1
100403	1
100404	1
1004062	1
1004088	1
1004093	1
100411	2
100413	1
1004146	2
1004148	1
1004152	2
100418	2
10042	6
100420	1
1004215	1
1004218	1
1004221	1
1004236	5
100425	1
1004263	3
1004290	1
1004307	3
100432	3
1004326	1
1004348	3
1004355	4
1004361	2
1004369	1
100437	1
100438	6
100440	1
1004414	1
1004415	1
1004417	2
1004427	1
100443	2
1004438	1
1004445	4
100445	1
1004451	3
1004452	1
100450	1
1004511	1
1004520	1
1004528	1
1004529	1
100454	1
1004540	1
100457	1
1004587	3
1004595	1
1004598	1
1004606	5
1004622	1
1004623	1
100463	1
1004648	1
1004666	1
100467	1
100468	1
100473	1
1004747	2
1004763	1
100478	1
1004791	4
1004801	1
1004803	1
100482	1
100484	1
100486	1
1004910	1
1004922	3
1004927	1
1004948	3
1004962	3
100497	4
1005005	1
1005040	1
100506	1
100507	2
100508	1
1005125	1
1005136	1
1005146	1
1005147	2
100515	1
100516	4
1005231	1
1005255	5
100526	2
1005264	3
1005298	1
100530	3
1005305	3
1005347	5
1005349	2
100535	1
1005377	1
100538	1
1005388	1
1005406	1
1005416	1
100542	2
100543	1
1005430	1
1005473	1
100548	1
1005483	1
1005500	3
100551	1
1005533	1
1005543	1
1005548	1
100556	1
1005605	1
1005659	3
100567	1
1005671	2
100568	2
1005697	1
100570	1
1005721	1
100573	1
100575	1
1005773	1
100578	1
1005794	1
100581	1
1005820	6
1005822	1
1005834	3
1005842	1
1005844	1
100585	3
1005854	5
1005864	1
100589	4
1005897	1
100591	1
1005936	1
100595	1
1005952	3
100597	1
100598	1
1005989	5
1005995	1
1005999	1
1006	1
1006002	1
1006020	1
100603	1
1006030	2
1006042	1
1006099	1
1006105	2
1006150	1
1006174	2
100619	1
1006199	1
100621	1
1006231	1
1006232	1
1006254	1
100628	2
1006311	1
1006314	1
1006328	1
100636	1
1006382	1
1006387	1
100640	1
1006401	3
1006464	1
100649	1
1006493	3
1006496	1
100650	7
1006504	1
1006538	1
1006554	1
100657	1
1006600	1
1006607	1
100661	1
1006617	1
100662	7
100664	1
1006647	1
1006687	5
100671	2
100680	1
1006814	1
1006821	3
1006833	1
1006837	1
100684	1
1006843	1
1006877	1
1006881	1
1006918	3
100692	2
100694	1
1006940	1
1006958	1
100696	1
1006985	3
100699	1
1007019	1
1007023	2
100705	1
1007061	1
1007085	1
1007087	3
1007098	1
1007099	1
100710	1
1007103	1
1007128	1
100714	1
1007180	1
100721	1
1007211	1
100722	1
100723	1
1007238	1
1007247	1
1007249	1
1007251	1
100727	6
1007272	1
1007278	1
100732	2
1007344	1
100737	1
100738	3
1007384	1
1007399	1
1007430	1
100744	1
1007448	1
1007452	1
1007464	1
100749	1
1007490	1
1007518	1
1007523	1
1007525	3
1007546	1
100757	1
100758	1
1007599	4
1007605	1
1007607	1
1007614	1
1007646	4
100766	1
1007678	2
100769	1
100771	1
1007719	1
1007725	1
100774	1
100775	2
1007750	1
1007768	1
1007771	1
1007782	1
100780	1
1007807	1
100783	1
100784	1
1007856	1
100786	1
1007866	1
1007872	1
10079	1
100791	1
1007926	3
100793	1
100796	3
1007977	1
1007985	1
1008002	1
1008038	10
1008093	1
100810	2
1008107	1
100811	1
1008114	3
1008136	1
100814	1
100817	1
1008172	1
100818	3
100819	1
1008207	3
1008223	1
100825	1
100826	1
100828	1
1008284	1
1008308	1
1008311	1
100832	1
1008348	1
100838	1
1008431	1
1008436	3
100847	1
100848	2
100849	1
1008499	1
10085	1
100850	1
1008506	1
100852	1
1008533	1
1008551	1
1008570	1
100858	4
1008584	1
1008614	3
100862	1
1008648	2
100865	1
1008689	1
100869	1
1008698	1
100870	1
100871	1
1008747	1
100877	1
100880	1
100881	2
1008811	5
1008814	5
100882	2
1008824	1
1008828	1
100883	1
1008869	3
1008887	1
100889	2
1008895	1
1008902	1
100894	1
1008941	1
1008943	3
100899	2
100900	1
1009004	1
100901	2
1009010	4
1009027	1
1009028	1
1009034	1
1009036	1
1009060	3
1009063	1
1009091	1
100910	2
100912	1
1009129	1
100915	1
1009173	1
1009174	1
100918	9
100919	6
100923	1
1009240	4
100925	1
1009254	1
100928	1
100930	2
1009307	1
100933	1
1009340	1
1009342	1
1009347	1
100936	1
1009362	2
100937	1
1009378	1
1009388	1
100941	3
1009419	1
1009427	1
100944	1
1009440	1
1009445	1
1009453	1
1009473	1
1009480	1
1009482	1
10095	1
100954	1
1009551	1
100963	4
100964	1
1009641	1
100965	4
1009650	1
1009674	1
1009680	1
1009688	1
1009711	1
1009717	1
1009722	3
1009725	1
1009729	1
100973	1
1009739	1
100975	1
1009760	5
1009763	3
100977	2
100980	1
1009801	1
1009821	1
1009847	1
1009857	1
100988	1
1009882	1
100989	6
1009894	1
100990	1
100995	4
1009968	1
1009973	1
100999	2
1009998	1
1009999	1
1010	1
101000	1
101002	2
101003	1
101004	2
1010107	1
1010108	1
101011	1
1010113	1
1010118	1
101014	2
1010147	1
101015	2
1010163	1
101018	1
1010189	2
101020	1
1010203	1
101021	1
101022	1
1010222	1
1010232	1
101025	1
101026	1
1010283	1
1010284	1
101031	1
1010329	1
101033	2
1010330	1
1010343	1
1010344	2
1010377	4
1010379	1
1010390	1
101045	1
1010453	1
1010458	3
101046	1
1010473	1
101049	1
1010491	4
1010510	2
101053	2
101054	2
1010548	1
1010556	1
1010557	1
101057	1
1010586	2
1010590	1
1010598	3
1010642	1
101065	1
101068	2
101069	2
101071	1
1010718	1
101072	1
1010721	1
1010727	1
1010749	1
